row ID	#featureID	cluster.index	libraryID	smiles	cas	inchi	libraryID_analogue	smiles_analogue	cas_analogue	inchi_analogue	libraryID_NAP	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores	AllFiles	componentindex
3310	782.570640318117_9.303451717171722	942	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14		26853316		1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine		95896563		1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:3310###	18
3395	780.5528193011417_8.931703245067503	969	1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine		130614061		1-Palmitoyl-2-lauroyl-sn-glycero-3-phosphorylcholine	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC	82765477	"InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-17-18-19-21-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-20-15-13-11-9-7-2/h34H,6-33H2,1-5H3/t34-/m1/s1"	1-Palmitoyl-2-lauroyl-sn-glycero-3-phosphorylcholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:3395###	18
4415	806.5683054653394_8.950932588597842	1328	Arachidonoylthiophosphorylcholine	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)SC(=O)CCCC=CCC=CCC=CCC=CCCCCC	146797822	"InChI=1S/C44H82NO6PS/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)53-43(42-51-52(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,43H,6-13,15,17-19,21,23,26-28,30,32-42H2,1-5H3/b16-14-,22-20-,25-24-,31-29-/t43-/m1/s1"	PC(18:2/20:4); [M+H]+ C46H81N1O8P1				PC(18:2/20:4); [M+H]+ C46H81N1O8P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:4415###	18
4625	756.5534367619714_9.078157543323135	1393	"Spectral Match to 1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine from NIST14"		63898		"1-Hexadecyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine"	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC=CCC=CCC=CCCCCC	155575012	"InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,43H,6-13,15,17-19,21,23,26-42H2,1-5H3/b16-14-,22-20-,25-24-"	"1-Hexadecyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine"	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:4625###	18
4684	725.5566780066785_8.7049184430512	1407	Palmitoyl sphingomyelin	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	6254893	"InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1"	1-Palmitoyl-2-glutaryl phosphatidylcholine		89947795		1-Palmitoyl-2-glutaryl phosphatidylcholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:4684###	18
5087	808.5834476076259_8.753932606516296	1549					PC(18:1/20:4); [M+H]+ C46H83N1O8P1				PC(18:1/20:4); [M+H]+ C46H83N1O8P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:5087###	18
6178	784.5851610986786_8.881718900602403	1887	Arachidonoylthiophosphorylcholine	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)SC(=O)CCCC=CCC=CCC=CCC=CCCCCC	146797822	"InChI=1S/C44H82NO6PS/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)53-43(42-51-52(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,43H,6-13,15,17-19,21,23,26-28,30,32-42H2,1-5H3/b16-14-,22-20-,25-24-,31-29-/t43-/m1/s1"	"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC	4235954	"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-/t42-/m1/s1"	"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:6178###	18
6459	647.513427734375_8.453616666666667	1962	Spectral Match to N-Lauroyl-D-erythro-sphingosylphosphorylcholine from NIST14		474923212		1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine		69525800		1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:6459###	18
7013	524.3706909004975_8.504743661202195	2085	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14		19420576		PC(0:0/18:0); [M+H]+ C26H55N1O7P1				PC(0:0/18:0); [M+H]+ C26H55N1O7P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:7013###	18
7494	784.5856367738756_9.139600854700856	2139	Arachidonoylthiophosphorylcholine	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)SC(=O)CCCC=CCC=CCC=CCC=CCCCCC	146797822	"InChI=1S/C44H82NO6PS/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)53-43(42-51-52(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,43H,6-13,15,17-19,21,23,26-28,30,32-42H2,1-5H3/b16-14-,22-20-,25-24-,31-29-/t43-/m1/s1"	"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC	4235954	"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-/t42-/m1/s1"	"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:7494###	18
7566	788.5435719491793_12.139764436090239	2150					PE(18:0/18:2); [M+H]+ C41H79N1O8P1				PE(18:0/18:2); [M+H]+ C41H79N1O8P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:7566###	18
7818	782.5689818599471_8.537311280487813	2177	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine		26853316		PC(18:0/20:3); [M+H]+ C46H87N1O8P1				PC(18:0/20:3); [M+H]+ C46H87N1O8P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:7818###	18
7982	786.6010618699587_12.166904556898295	2186	"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC	4235954	"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-/t42-/m1/s1"	"1,2-Dioleoyl-sn-glycero-3-phospho-rac-1-glycerol"		62700690		"1,2-Dioleoyl-sn-glycero-3-phospho-rac-1-glycerol"	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:7982###	18
8230	806.5683948765925_9.22155020865936	2205	Spectral Match to 1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine from NIST14		59403542		1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine		26853316		1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:8230###	18
8389	731.606481182001_8.789717777777785	2213	N-(Octadecanoyl)sphing-4-enine-1-phosphocholine	CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	85187106	"InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+"	"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine"		3355279		"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine"	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:8389###	18
8393	808.5827930796507_8.057741565656565	2214										18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:8393###	18
8765	759.6378820830074_12.196005259026697	2238					1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine		26853316		1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:8765###	18
8766	787.6686353100731_12.167663800101485	2239	N-Docosanoyl-4-sphingenyl-1-O-phosphorylcholine		94359123		PS(18:0/18:2); [M+H]+ C42H79N1O10P1				PS(18:0/18:2); [M+H]+ C42H79N1O10P1	18	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines	Phosphatidylcholines	Aliphatic acyclic compound;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.885	0.679	0.615	0.56	0.035;0.039;0.039;0.043;0.035;0.041;0.042;0.035;0.042;0.036	GNPS_MS2_2iso.mgf:8766###	18
2049	591.2619129891491_0.5331771446078427	524										17	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Steroid lactones	Cardenolide glycosides and derivatives	Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.474	0.211	0.158	0.158	0.027;0.025;0.03;0.022;0.03;0.028;0.022;0.022;0.028;0.022	GNPS_MS2_2iso.mgf:2049###	17
995	704.345912932728_2.505266544417278	242										17	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Steroid lactones	Cardenolide glycosides and derivatives	Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.474	0.211	0.158	0.158	0.027;0.025;0.03;0.022;0.03;0.028;0.022;0.022;0.028;0.022	GNPS_MS2_2iso.mgf:995###	17
1133	371.32662419715217_5.853337565308254	279					CocamidopropylBetaine	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]			CocamidopropylBetaine	16	Organic compounds	Lipids and lipid-like molecules	Unsaturated hydrocarbons	Acetylenes	Terminal alkynes	Aliphatic acyclic compound;Aliphatic homopolycyclic compound;Hydrocarbon derivative;Monosubstituted alkyne;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Unsaturated aliphatic hydrocarbon	0.75	1	0.455	0.273	0.273	0.273	0.048;0.048;0.057;0.029;0.029;0.029;0.048;0.029;0.048;0.029	GNPS_MS2_2iso.mgf:1133###	16
1704	301.28502197265624_5.342053333333332	432					N-[3-(3-Aminopropylamino)propyl]dodecanamide	CCCCCCCCCCCC(=O)NCCCNCCCN	42195-40-4	 	N-[3-(3-Aminopropylamino)propyl]dodecanamide	16	Organic compounds	Lipids and lipid-like molecules	Unsaturated hydrocarbons	Acetylenes	Terminal alkynes	Aliphatic acyclic compound;Aliphatic homopolycyclic compound;Hydrocarbon derivative;Monosubstituted alkyne;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Unsaturated aliphatic hydrocarbon	0.75	1	0.455	0.273	0.273	0.273	0.048;0.048;0.057;0.029;0.029;0.029;0.048;0.029;0.048;0.029	GNPS_MS2_2iso.mgf:1704###	16
3539	329.31634521484375_6.043504166666667	1021					Heptadecasphing-4-enine		6918485		Heptadecasphing-4-enine	16	Organic compounds	Lipids and lipid-like molecules	Unsaturated hydrocarbons	Acetylenes	Terminal alkynes	Aliphatic acyclic compound;Aliphatic homopolycyclic compound;Hydrocarbon derivative;Monosubstituted alkyne;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Unsaturated aliphatic hydrocarbon	0.75	1	0.455	0.273	0.273	0.273	0.048;0.048;0.057;0.029;0.029;0.029;0.048;0.029;0.048;0.029	GNPS_MS2_2iso.mgf:3539###	16
457	343.29524206774835_5.205333689024382	118	CocamidopropylBetaine	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]			N-[3-(3-Aminopropylamino)propyl]dodecanamide	CCCCCCCCCCCC(=O)NCCCNCCCN	42195-40-4	 	N-[3-(3-Aminopropylamino)propyl]dodecanamide	16	Organic compounds	Lipids and lipid-like molecules	Unsaturated hydrocarbons	Acetylenes	Terminal alkynes	Aliphatic acyclic compound;Aliphatic homopolycyclic compound;Hydrocarbon derivative;Monosubstituted alkyne;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organonitrogen compound;Organooxygen compound;Unsaturated aliphatic hydrocarbon	0.75	1	0.455	0.273	0.273	0.273	0.048;0.048;0.057;0.029;0.029;0.029;0.048;0.029;0.048;0.029	GNPS_MS2_2iso.mgf:457###	16
1065	784.1763676593131_3.9821034801522592	263										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:1065###	15
1298	874.4843732304482_4.3797560582423305	323										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:1298###	15
134	1045.2325156325603_3.9787327198364033	48										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:134###	15
320	868.9884046607217_4.332484561403509	88										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:320###	15
359	1010.3180766289091_4.564547796352585	97										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:359###	15
552	1010.5687043979138_4.562055460662528	144										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:552###	15
631	1012.2097019064493_3.809002521008405	157										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:631###	15
7347	869.2491494215382_4.252397361111111	2126										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:7347###	15
770	992.5587887520903_4.512933359580048	198										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:770###	15
7820	812.4465332853481_4.093664492753623	2178										15	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids;Prenol lipids	Depsipeptides;none	Cyclic depsipeptides;Macrolide lactams	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	0.5	1	0.5	0.214	0.143	0.143	0.027;0.025;0.025;0.032;0.027;0.027;0.025;0.027;0.025;0.023	GNPS_MS2_2iso.mgf:7820###	15
